country,unit,date_implemented,date_lifted,measure,level,measure_cat,measure_sub_cat,source,entered_by,reviewed_by
CH,CH-LU,2020-03-17,,emergency medical treatment only,cantonal,other,,https://newsletter.lu.ch/inxmail/html_mail.jsp?params=7UGt4J1Fx6OIONHlV9upAHS1p%2BKv7ChQbQN56U33wCNv9fti5DCn3zpUvSWMGCEnSYNEHY7RRfAOyDjVAkGQct%2B%2BePhUuuemu0iGcr2BaF8%3D,MBND,FK
CH,CH-LU,2020-04-01,,moving of obstetrics patients,cantonal,case_management,,https://newsletter.lu.ch/inxmail/html_mail.jsp?params=7UGt4J1Fx6OIONHlV9upAHS1p%2BKv7ChQbQN56U33wCNv9fti5DCn3zpUvSWMGCEnSYNEHY7RRfAOyDjVAkGQct%2B%2BePhUuuemu0iGcr2BaF8%3D,MBND,FK
CH,CH-LU,2020-03-26,,financial support package,cantonal,economic,,https://newsletter.lu.ch/inxmail/html_mail.jsp?params=7UGt4J1Fx6OIONHlV9upAAcKNzK0yFA0vy6tG9%2FnZig%2FrUdy2feGxV5MUqja8BRFs1APCdOk7shGmibtFYe8EO5QkdFjMmtlsORMKfJ%2FMUE%3D,MBND,FK
CH,CH-LU,2020-03-26,,inspections of business adherence to recommendations,cantonal,other,,https://newsletter.lu.ch/inxmail/html_mail.jsp?params=7UGt4J1Fx6OIONHlV9upAAcKNzK0yFA0vy6tG9%2FnZig%2FrUdy2feGxV5MUqja8BRFs1APCdOk7shGmibtFYe8EO5QkdFjMmtlsORMKfJ%2FMUE%3D,MBND,FK
CH,CH-LU,2020-03-26,,economic support for cultural intiatives,cantonal,economic,,https://newsletter.lu.ch/inxmail/html_mail.jsp?params=7UGt4J1Fx6OIONHlV9upAAcKNzK0yFA0vy6tG9%2FnZig%2FrUdy2feGxV5MUqja8BRFs1APCdOk7shGmibtFYe8EO5QkdFjMmtlsORMKfJ%2FMUE%3D,MBND,FK
CH,CH-LU,2020-03-31,,Zivilschutz deployed,cantonal,other,,https://newsletter.lu.ch/inxmail/html_mail.jsp?params=7UGt4J1Fx6OIONHlV9upAKL6qxGHbL2v1uJ%2B%2BmKswjiZdweUdKfwhAE94i2ApiumAHCdshDSpwJQ8By6Qa8sTNcTkYVIPGLnQaRh5qUqI2o%3D,MBND,FK
CH,CH-LU,2020-04-02,,upcoming council meeting cancelled,cantonal,other,,https://newsletter.lu.ch/inxmail/html_mail.jsp?id=0&email=newsletter.lu.ch&mailref=000frqy0000ti000000000000bxkbnzl,MBND,FK
CH,CH-LU,2020-04-03,,extended opening hours over Easter,cantonal,other,,https://newsletter.lu.ch/inxmail/html_mail.jsp?id=0&email=newsletter.lu.ch&mailref=000frs00000ti0000000000000qzrdgg,MBND,FK
CH,CH-LU,2020-04-03,,police patrol,cantonal,other,,https://newsletter.lu.ch/inxmail/html_mail.jsp?params=7UGt4J1Fx6OIONHlV9upAEB9nVfwjqkUfvr9ICl6AeeZdweUdKfwhAE94i2ApiumhKQTVhbAbZMp01gxmbEt17Ep2Fv%2FICpi8eApqnRdsfc%3D,MBND,FK
CH,CH-LU,2020-04-03,,municipalities are to offer childcare during half term,municipality,other,,https://newsletter.lu.ch/inxmail/html_mail.jsp?params=7UGt4J1Fx6OIONHlV9upAEB9nVfwjqkUfvr9ICl6AeeZdweUdKfwhAE94i2ApiumhKQTVhbAbZMp01gxmbEt17Ep2Fv%2FICpi8eApqnRdsfc%3D,MBND,FK
CH,CH-LU,2020-03-05,,First case tested and detected,cantonal,case_management,testing,https://www.luzernerzeitung.ch/zentralschweiz/luzern/erster-corona-virus-fall-im-kanton-luzern-schuelerin-der-kanto-alpenquai-positiv-getestet-ld.1200830,FK,FK
CH,CH-GR,2020-02-27,,engadin skimarathon cancelled,private,other,,,SB,FK
CH,CH-GR,2020-02-27,,ban on school trips,cantonal,other,,,SB,FK
CH,CH-GR,2020-02-28,,ban of events with more than 1000 persons,cantonal,mass_gatherings,ban of events / mass gatherings of > 1000 persons,https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2020/Seiten/2020022801.aspx,FK,FK
CH,CH-GR,2020-02-29,,cases are in isolation,cantonal,case_management,isolation and self-isolation,https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2020/Seiten/2020022901.aspx,FK,FK
CH,CH-GR,2020-03-13,,ausserordentliche Lage,cantonal,other,,,SB,FK
CH,CH-GR,2020-03-14,,event ban for events larger than 50 persons,cantonal,mass_gatherings,ban of events / mass gatherings of > 50 persons,,SB,FK
CH,CH-GR,2020-03-14,,ban for religious functions larger than 50 persons,cantonal,mass_gatherings,ban of events / mass gatherings of > 50 persons,,SB,FK
CH,CH-GR,2020-03-14,,ban on hopsital and retirement home visits,cantonal,public_institutions,ban of access to short- and long-term care facilites,,SB,FK
CH,CH-GR,2020-03-14,,closure of all leisure and entertainment places,cantonal,private_institutions,closure of private institutions and businesses with close contact,,SB,FK
CH,CH-GR,2020-03-14,,restaurants and hotels can open if respecting hygiene and distance guidelines,cantonal,private_institutions,restriction of access to private institutions,,SB,FK
CH,CH-GR,2020-03-14,,hospitals cannot perform non-lifesaving or urgent procedure,cantonal,other,,,SB,FK
CH,CH-GR,2020-03-16,,ski areas must close,cantonal,public_institutions,ban of access to public open areas and parks,,SB,FK
CH,CH-GR,2020-03-16,,no physical teaching in secondary and tertiary schools,cantonal,public_institutions,closure of schools,,SB,FK
CH,CH-GR,2020-03-16,,civil service employees must work from home when possible,cantonal,other,,,SB,FK
CH,CH-GR,2020-03-16,,all non-essential stores and restaurants closed,cantonal,private_institutions,closure of private institutions and businesses with close contact,,SB,FK
CH,CH-GR,2020-03-17,,partial closure of borders to Austria,cantonal,mobility,restriction of cross-border mobility,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/aktuell/archiv/Seiten/default.aspx,FK,FK
CH,CH-GR,2020-03-20,,reduction of public transport,cantonal,mobility,reduction of public transport,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/oev-reduziert/Seiten/oev-gr.aspx,FK,FK
CH,CH-GR,2020-03-24,,suspension of session of the council,cantonal,other,,https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2020/Seiten/2020032401.aspx,FK,FK
CH,CH-GR,2020-03-31,,"population urged to stay at home, including second home owners",cantonal,mobility,stay-at-home recommendation,https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2020/Seiten/2020033101.aspx,FK,FK
CH,CH-GR,2020-04-01,,suspension of deadlines for initiatives and referenda,cantonal,other,,https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2020/Seiten/2020040102.aspx,FK,FK
CH,CH-GR,2020-02-26,,First case tested and detected,cantonal,case_management,testing,https://www.suedostschweiz.ch/ereignisse/2020-02-26/fuer-gesundheitsamt-ist-corona-in-graubuenden-nur-eine-frage-der-zeit,FK,FK
CH,CH-GE,2020-02-26,,Journeys to China are discouraged,cantonal,recommendations,,https://www.ge.ch/actualite/covid-19-recommandations-preventives-26-02-2020,JB,FK
CH,CH-GE,2020-02-26,,Returning travellers from China and other affected regions shall contact a doctor in case of symptoms (within 14 days of return),cantonal,case_management,,https://www.ge.ch/actualite/covid-19-recommandations-preventives-26-02-2020,JB,FK
CH,CH-GE,2020-02-26,,First case tested positive,cantonal,case_management,testing,https://www.ge.ch/document/premier-cas-covid-19-diagnostique-canton-geneve,FK,FK
CH,CH-GE,2020-02-28,,Prohibition of events with more than 1000 participants (following federal decision),cantonal,mass_gatherings,ban of events / mass gatherings of > 1000 persons,https://www.ge.ch/actualite/coronavirus-conseil-federal-interdit-grandes-manifestations-28-02-2020,JB,FK
CH,CH-GE,2020-02-28,,cantonal COVID19 hotline is opened,cantonal,recommendations,,https://www.ge.ch/document/0800-909-400-ligne-info-genevoise-dediee-covid-19-ete-activee,JB,FK
CH,CH-GE,2020-03-04,,Protective measures for the counting of votes for the local election on 15 March are announced,cantonal,other,,https://www.ge.ch/document/communique-presse-du-conseil-etat-du-4-mars-2020#extrait-19802,JB,FK
CH,CH-GE,2020-03-06,,"Population is advised to wash hands, follow sneezing etiquette and avoid touching door knobs follow",cantonal,recommendations,,https://www.ge.ch/document/covid-19-informations-generales-rappel-bons-comportements,JB,FK
CH,CH-GE,2020-03-06,,Persons showing respiratory symptoms shall stay at home and contact a doctor (but not go to doctor's office),cantonal,case_management,isolation and self-isolation,https://www.ge.ch/document/covid-19-informations-generales-rappel-bons-comportements,JB,FK
CH,CH-GE,2020-03-06,,Social distancing is encouraged,cantonal,recommendations,,https://www.ge.ch/document/covid-19-informations-generales-rappel-bons-comportements,JB,FK
CH,CH-GE,2020-03-11,,Prohibition of events with more than 100 persons unless attendents are seated with sufficient social distance. Such events need to be announced to the cantonal physician who can cancel them.,cantonal,mass_gatherings,ban of events / mass gatherings of > 100 persons,https://www.ge.ch/document/point-presse-du-conseil-etat-du-11-mars-2020#extrait-19889,JB,FK
CH,CH-GE,2020-03-11,,Number of persons to count votes after the election on 15 March is reduced from 1700 to 900,cantonal,other,,https://www.ge.ch/document/point-presse-du-conseil-etat-du-11-mars-2020#extrait-19889,JB,FK
CH,CH-GE,2020-03-11,,"Persons from risk groups working in public administration shall benefit from protective measures or, if these are not feasible, discharged from their duties",cantonal,other,,https://www.ge.ch/document/point-presse-du-conseil-etat-du-11-mars-2020#extrait-19889,JB,FK
CH,CH-GE,2020-03-11,,"where possible, work from home is encouraged for employees of the cantonal administration",cantonal,other,,https://www.ge.ch/document/point-presse-du-conseil-etat-du-11-mars-2020#extrait-19889,JB,FK
CH,CH-GE,2020-03-12,,Persons from outside risk groups are discouraged from contacting doctors and hospitals unless health status is severe.,cantonal,recommendations,,https://www.ge.ch/document/covid-19-rappel-du-medecin-cantonal,JB,FK
CH,CH-GE,2020-03-12,,"Persons showing fever, or cough (as with a cold) shall stay at home until resolution of symptoms, contact doctor only if in risk group",cantonal,case_management,quarantine and self-quarantine,https://www.ge.ch/document/covid-19-rappel-du-medecin-cantonal,JB,FK
CH,CH-GE,2020-03-12,,Cantonal debt collection office closed for the general public,cantonal,public_institutions,closure of public offices and counters,https://www.ge.ch/actualite/covid-19-information-office-cantonal-poursuites-12-03-2020,JB,FK
CH,CH-GE,2020-03-13,,Population is encouraged to avoid in-person visits to counters of the cantonal administration,cantonal,recommendations,,https://www.ge.ch/actualite/covid-19-privilegier-demarches-administratives-ligne-telephone-courrier-13-03-2020,JB,FK
CH,CH-GE,2020-03-13,,Extracurricular activities in schools on Wednesdays are canceled,cantonal,public_institutions,"closure of public places (museums, sports facilities, ..)",https://www.ge.ch/actualite/covid-19-suspension-provisoire-activites-extrascolaires-mercredis-13-03-2020,JB,FK
CH,CH-GE,2020-03-13,,Cantonal employment office closed,cantonal,public_institutions,closure of public offices and counters,https://www.ge.ch/actualite/covid-19-fermeture-guichets-du-16-mars-au-14-avril-2020-13-03-2020,JB,FK
CH,CH-GE,2020-03-13,,Protection civile genevoise (civil protection) solicited to support protection of the population,cantonal,other,,https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal,JB,FK
CH,CH-GE,2020-03-13,,Prohibition of events with more than 100 participants (following federal decision),cantonal,mass_gatherings,ban of events / mass gatherings of > 100 persons,https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal,JB,FK
CH,CH-GE,2020-03-13,,Restaurants and bars can no longer accommodate more than 50 guests,cantonal,private_institutions,restriction of access to private institutions,https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal,JB,FK
CH,CH-GE,2020-03-13,,Isolated facilities to receive persons showing respiratory symptoms and having stayed in risk zones are established in the University Hospital,cantonal,case_management,isolation and self-isolation,https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal,JB,FK
CH,CH-GE,2020-03-13,,Special units to take care of COVID patients are crated at the University Hospital,cantonal,case_management,,https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal,JB,FK
CH,CH-GE,2020-03-13,,Non-urgent operations are postponed at University Hospital,cantonal,other,,https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal,JB,FK
CH,CH-GE,2020-03-13,,Preparations to increase ICU capacities are under way,cantonal,case_management,,https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal,JB,FK
CH,CH-GE,2020-03-13,,"Personnel at the University Hospital can no longer take holidays, go on business trips; working hours can be increased",cantonal,other,,https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal,JB,FK
CH,CH-GE,2020-03-13,,Non-essential hospital visits are prohibited,cantonal,public_institutions,restriction of access to short- and long-term care facilites,https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal,JB,FK
CH,CH-GE,2020-03-15,,Driving exams are canceled,cantonal,public_institutions,closure of public offices and counters,https://www.ge.ch/actualite/covid-19-annulation-examens-conduite-15-03-2020,JB,FK
CH,CH-GE,2020-03-16,,Schools closed (following federal decision),cantonal,public_institutions,closure of schools,https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal,JB,FK
CH,CH-GE,2020-03-16,,Universities closed (following federal decision),cantonal,public_institutions,closure of universities,https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal,JB,FK
CH,CH-GE,2020-03-16,,Daycare facilities closed (following federal decision),cantonal,public_institutions,closure of day care,https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal,JB,FK
CH,CH-GE,2020-03-16,,Office de l'urbanisme is closed,cantonal,public_institutions,closure of public offices and counters,https://www.ge.ch/actualite/covid-19-fermeture-temporaire-du-guichet-office-urbanisme-suspension-procedures-cours-16-03-2020,JB,FK
CH,CH-GE,2020-03-16,,Youth sports programme Jeunesse + Sport stopped,cantonal,other,,https://www.ge.ch/actualite/suspension-cours-jeunesse-sport-16-03-2020,JB,FK
CH,CH-GE,2020-03-16,,Office cantonal des véhicules closed,cantonal,public_institutions,closure of public offices and counters,https://www.ge.ch/actualite/covid-19-fermeture-office-cantonal-vehicules-16-03-2020,JB,FK
CH,CH-GE,2020-03-16,,State of necessity evoked,cantonal,other,,https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus,JB,FK
CH,CH-GE,2020-03-16,,"Bars, restaurants and clubs are closed",cantonal,private_institutions,closure of private institutions and businesses with close contact,https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus,JB,FK
CH,CH-GE,2020-03-16,,Closure of non-essential businesses,cantonal,private_institutions,closure of private institutions and businesses with close contact,https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus,JB,FK
CH,CH-GE,2020-03-16,,No more public religious ceremonies other than funerals,cantonal,other,,https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus,JB,FK
CH,CH-GE,2020-03-16,,"Closure of all public entertainment businesses (cinemas, theatres etc)",cantonal,private_institutions,closure of private institutions and businesses with close contact,https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus,JB,FK
CH,CH-GE,2020-03-16,,All economic activity with close body contact (e.g. hairdressers) is prohibited,cantonal,private_institutions,closure of private institutions and businesses with close contact,https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus,JB,FK
CH,CH-GE,2020-03-16,,All sports events are canceled,cantonal,other,,https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus,JB,FK
CH,CH-GE,2020-03-16,,Prohibition of gatherings with more than 5 persons,cantonal,mass_gatherings,ban of events / mass gatherings of > 5 persons,https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus,JB,FK
CH,CH-GE,2020-03-16,,Employees of the public administration with non-essential tasks have to stay at home,cantonal,mobility,stay-at-home recommendation,https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus,JB,FK
CH,CH-GE,2020-03-16,,Second round of muicipal elections on 5 April is announced to be maintained,cantonal,other,,https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus,JB,FK
CH,CH-GE,2020-03-16,,Solidarity plan between municipalities is launched,cantonal,other,,https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus,JB,FK
CH,CH-GE,2020-03-16,,Bureau de l'intégration des étrangers closed,cantonal,public_institutions,closure of public offices and counters,https://www.ge.ch/actualite/covid-19-fermeture-du-bie-sa-permanence-16-03-2020,JB,FK
CH,CH-GE,2020-03-16,,Bureau de médiation administrative closed for the public,cantonal,public_institutions,closure of public offices and counters,https://www.ge.ch/actualite/covid-19-fermeture-du-bie-sa-permanence-16-03-2020,JB,FK
CH,CH-GE,2020-03-16,,Mouettes genevoises boats stop circulating,cantonal,mobility,reduction of public transport,https://www.ge.ch/document/covid-19-mouettes-genevoises-suspendent-leur-activite,JB,FK
CH,CH-GE,2020-03-16,,Administration fiscale cantonale closed for the public,cantonal,public_institutions,closure of public offices and counters,https://www.ge.ch/actualite/covid-19-fermeture-guichets-16-03-2020,JB,FK
CH,CH-GE,2020-03-16,,Office cantonal de la population et des migrations closed,cantonal,public_institutions,closure of public offices and counters,https://www.ge.ch/actualite/covid-19-fermeture-guichets-16-03-2020,JB,FK
CH,CH-GE,2020-03-17,,"Direction générale de l'office cantonal de l'inspection et des relations du travail
 suspends all open procedures",cantonal,public_institutions,closure of public offices and counters,https://www.ge.ch/actualite/covid-19-dispositions-particulieres-coordonnees-communication-17-03-2020,JB,FK
CH,CH-GE,2020-03-17,,Département du développement économique starts programme to support small and medium-sized businesses,cantonal,economic,,https://www.ge.ch/document/covid-19-economie-genevoise-serre-rangs-propose-solution-numerisation-acceleree-soutenir-entreprises,JB,FK
CH,CH-GE,2020-03-17,,Obligation of unemployed to seek job is lifted,cantonal,economic,,https://www.ge.ch/actualite/covid-19-point-recherche-emploi-17-03-2020,JB,FK
CH,CH-GE,2020-03-18,,"Employees can demand compensation for reduced working hours from 
Cantonal employment office",cantonal,economic,,https://www.ge.ch/actualite/covid-19-votre-entreprise-subit-perte-travail-18-03-2020,JB,FK
CH,CH-GE,2020-03-18,,Creation of task force for surveillance of labour market,cantonal,economic,,https://www.ge.ch/document/point-presse-du-conseil-etat-du-18-mars-2020,JB,FK
